Classroom,Subject,Student_Name,Student_Email,Subject_Teacher
485,Environmental Science,Nick Orange,nick.orange@email.com,Prof. Kelly
229,Mathematics,Bob Magenta,bob.magenta@student.org,Prof. Grace
340,Sociology,Kelly Red,kelly.red@student.org,Prof. Paul
266,Chemistry,Dana Red,dana.red@university.edu,Prof. Eve
477,Biology,Liam Beige,liam.beige@university.edu,Prof. Ivy
242,Chemistry,Jack Davis,jack.davis@email.com,Prof. Charlie
369,Geography,Mona White,mona.white@email.com,Prof. Nick
358,Art,Ivy Blue,ivy.blue@student.org,Prof. Grace
569,Chemistry,Grace Johnson,grace.johnson@student.org,Prof. Dana
547,Psychology,Tina Purple,tina.purple@email.com,Prof. Tina
284,Computer Science,Quincy Violet,quincy.violet@university.edu,Prof. Nick
381,English,Bob Magenta,bob.magenta@student.org,Prof. Eve
352,Economics,Hank Violet,hank.violet@email.com,Prof. Rita
372,History,Nick Violet,nick.violet@email.com,Prof. Alice
134,Engineering,Ivy Black,ivy.black@email.com,Prof. Kelly
357,Physics,Ivy Johnson,ivy.johnson@university.edu,Prof. Rita
274,Philosophy,Dana Davis,dana.davis@university.edu,Prof. Paul
414,History,Rita Azure,rita.azure@student.org,Prof. Jack
359,History,Jack Blue,jack.blue@university.edu,Prof. Eve
105,Music,Bob Violet,bob.violet@university.edu,Prof. Dana
337,Sociology,Mona Teal,mona.teal@student.org,Prof. Ivy
541,Statistics,Bob Magenta,bob.magenta@university.edu,Prof. Tina
338,Biology,Alice White,alice.white@student.org,Prof. Quincy
452,Mathematics,Frank Indigo,frank.indigo@student.org,Prof. Ivy
459,Physics,Paul Magenta,paul.magenta@student.org,Prof. Eve
112,Chemistry,Nick Magenta,nick.magenta@university.edu,Prof. Charlie
214,Geography,Hank Blue,hank.blue@student.org,Prof. Ivy
290,Engineering,Rita Brown,rita.brown@student.org,Prof. Hank
356,Computer Science,Jack Teal,jack.teal@email.com,Prof. Liam
128,History,Hank Yellow,hank.yellow@email.com,Prof. Bob
402,History,Bob Cyan,bob.cyan@email.com,Prof. Rita
270,History,Grace Brown,grace.brown@email.com,Prof. Nick
412,Sociology,Bob Yellow,bob.yellow@student.org,Prof. Jack
182,Environmental Science,Nick Violet,nick.violet@email.com,Prof. Nick
213,Computer Science,Frank Brown,frank.brown@email.com,Prof. Paul
489,Mathematics,Paul Beige,paul.beige@university.edu,Prof. Grace
173,Computer Science,Nick Gray,nick.gray@student.org,Prof. Dana
237,Biology,Ivy Red,ivy.red@university.edu,Prof. Ivy
560,Architecture,Eve Violet,eve.violet@student.org,Prof. Liam
412,Physics,Paul Yellow,paul.yellow@student.org,Prof. Nick
438,Philosophy,Paul Azure,paul.azure@student.org,Prof. Frank
600,Economics,Paul Gray,paul.gray@student.org,Prof. Sam
424,Environmental Science,Dana Black,dana.black@email.com,Prof. Kelly
112,Engineering,Olivia Black,olivia.black@email.com,Prof. Ivy
588,Physics,Rita Pink,rita.pink@university.edu,Prof. Bob
553,Geography,Liam Red,liam.red@email.com,Prof. Tina
447,Psychology,Eve Yellow,eve.yellow@university.edu,Prof. Quincy
470,Geography,Liam Cyan,liam.cyan@university.edu,Prof. Nick
534,Political Science,Jack Indigo,jack.indigo@university.edu,Prof. Nick
389,Psychology,Kelly Blue,kelly.blue@university.edu,Prof. Tina
234,Philosophy,Tina Black,tina.black@student.org,Prof. Quincy
553,Music,Bob Orange,bob.orange@student.org,Prof. Paul
102,Physics,Jack Teal,jack.teal@email.com,Prof. Alice
370,Chemistry,Dana White,dana.white@email.com,Prof. Jack
568,Biology,Alice Magenta,alice.magenta@email.com,Prof. Dana
533,Geography,Olivia Green,olivia.green@email.com,Prof. Hank
553,History,Alice Beige,alice.beige@student.org,Prof. Paul
590,History,Dana Orange,dana.orange@email.com,Prof. Quincy
584,English,Tina Magenta,tina.magenta@email.com,Prof. Mona
444,Political Science,Grace Orange,grace.orange@email.com,Prof. Paul
381,Philosophy,Quincy Davis,quincy.davis@student.org,Prof. Grace
451,Statistics,Olivia Magenta,olivia.magenta@email.com,Prof. Rita
415,Music,Bob Indigo,bob.indigo@email.com,Prof. Liam
292,Mathematics,Nick Red,nick.red@email.com,Prof. Grace
306,Political Science,Kelly Purple,kelly.purple@university.edu,Prof. Liam
377,Sociology,Grace Yellow,grace.yellow@university.edu,Prof. Hank
399,Environmental Science,Olivia Black,olivia.black@student.org,Prof. Mona
224,Philosophy,Charlie Green,charlie.green@email.com,Prof. Charlie
600,Computer Science,Sam Brown,sam.brown@student.org,Prof. Liam
159,Psychology,Rita Violet,rita.violet@student.org,Prof. Tina
131,Psychology,Paul Yellow,paul.yellow@student.org,Prof. Paul
110,Chemistry,Tina Yellow,tina.yellow@university.edu,Prof. Eve
128,Philosophy,Mona Teal,mona.teal@university.edu,Prof. Jack
336,Anthropology,Sam Pink,sam.pink@email.com,Prof. Dana
217,Engineering,Paul Gray,paul.gray@university.edu,Prof. Sam
380,Music,Liam Azure,liam.azure@email.com,Prof. Olivia
207,Statistics,Jack Azure,jack.azure@email.com,Prof. Kelly
250,Political Science,Quincy Blue,quincy.blue@university.edu,Prof. Quincy
188,Chemistry,Ivy Cyan,ivy.cyan@student.org,Prof. Bob
153,Biology,Eve Beige,eve.beige@university.edu,Prof. Jack
110,Anthropology,Olivia Green,olivia.green@university.edu,Prof. Quincy
565,Political Science,Olivia Green,olivia.green@university.edu,Prof. Dana
235,Sociology,Olivia Gray,olivia.gray@student.org,Prof. Eve
143,Mathematics,Tina Magenta,tina.magenta@university.edu,Prof. Jack
330,Computer Science,Dana Indigo,dana.indigo@email.com,Prof. Eve
586,Physics,Frank Gray,frank.gray@student.org,Prof. Quincy
407,Psychology,Dana Pink,dana.pink@university.edu,Prof. Olivia
404,Biology,Sam Gray,sam.gray@university.edu,Prof. Kelly
138,Computer Science,Jack Purple,jack.purple@university.edu,Prof. Frank
318,Psychology,Dana Johnson,dana.johnson@university.edu,Prof. Olivia
112,Statistics,Olivia Violet,olivia.violet@university.edu,Prof. Bob
540,Physics,Bob Magenta,bob.magenta@student.org,Prof. Kelly
576,Mathematics,Mona Magenta,mona.magenta@student.org,Prof. Tina
542,Biology,Kelly Davis,kelly.davis@university.edu,Prof. Grace
134,Geography,Nick Pink,nick.pink@student.org,Prof. Eve
415,Art,Hank Purple,hank.purple@email.com,Prof. Jack
323,Engineering,Hank Purple,hank.purple@university.edu,Prof. Ivy
461,Geography,Ivy Azure,ivy.azure@student.org,Prof. Nick
288,Statistics,Grace Magenta,grace.magenta@email.com,Prof. Kelly
551,Music,Ivy Teal,ivy.teal@university.edu,Prof. Sam
219,Architecture,Tina Orange,tina.orange@email.com,Prof. Quincy
468,Chemistry,Alice Brown,alice.brown@student.org,Prof. Alice
299,Psychology,Charlie Yellow,charlie.yellow@student.org,Prof. Grace
182,History,Eve Johnson,eve.johnson@university.edu,Prof. Mona
540,English,Dana Indigo,dana.indigo@email.com,Prof. Rita
241,Anthropology,Eve Green,eve.green@university.edu,Prof. Grace
232,Geography,Hank Green,hank.green@university.edu,Prof. Mona
339,Biology,Nick Red,nick.red@email.com,Prof. Alice
401,Computer Science,Quincy Orange,quincy.orange@email.com,Prof. Ivy
280,Geography,Quincy Azure,quincy.azure@student.org,Prof. Dana
360,Architecture,Olivia Brown,olivia.brown@university.edu,Prof. Quincy
278,Computer Science,Liam Cyan,liam.cyan@email.com,Prof. Ivy
117,Physics,Quincy Purple,quincy.purple@email.com,Prof. Jack
157,History,Hank Davis,hank.davis@email.com,Prof. Sam
144,Environmental Science,Quincy Davis,quincy.davis@student.org,Prof. Alice
540,Statistics,Mona Magenta,mona.magenta@university.edu,Prof. Alice
326,Biology,Hank Davis,hank.davis@student.org,Prof. Charlie
313,Art,Mona Green,mona.green@student.org,Prof. Tina
360,Computer Science,Sam Brown,sam.brown@student.org,Prof. Liam
544,Sociology,Charlie Teal,charlie.teal@email.com,Prof. Hank
168,Philosophy,Sam White,sam.white@student.org,Prof. Charlie
231,Physics,Grace Johnson,grace.johnson@student.org,Prof. Olivia
371,Chemistry,Rita Green,rita.green@student.org,Prof. Mona
142,Computer Science,Dana Purple,dana.purple@university.edu,Prof. Paul
168,Geography,Mona Cyan,mona.cyan@email.com,Prof. Paul
564,Environmental Science,Ivy Brown,ivy.brown@student.org,Prof. Tina
390,Mathematics,Frank Johnson,frank.johnson@email.com,Prof. Eve
443,Economics,Olivia Beige,olivia.beige@email.com,Prof. Rita
184,Political Science,Nick Davis,nick.davis@email.com,Prof. Olivia
295,History,Charlie Davis,charlie.davis@email.com,Prof. Frank
105,Art,Sam Magenta,sam.magenta@student.org,Prof. Quincy
366,Art,Grace Brown,grace.brown@email.com,Prof. Rita
477,Chemistry,Mona Blue,mona.blue@university.edu,Prof. Quincy
135,Physics,Eve Beige,eve.beige@university.edu,Prof. Rita
392,Political Science,Kelly Gray,kelly.gray@university.edu,Prof. Rita
402,English,Quincy Magenta,quincy.magenta@student.org,Prof. Dana
199,Architecture,Quincy Indigo,quincy.indigo@university.edu,Prof. Olivia
532,Computer Science,Mona Green,mona.green@student.org,Prof. Sam
181,Chemistry,Tina Brown,tina.brown@university.edu,Prof. Nick
425,Psychology,Olivia Orange,olivia.orange@university.edu,Prof. Sam
458,Economics,Liam Davis,liam.davis@university.edu,Prof. Rita
469,English,Sam Beige,sam.beige@university.edu,Prof. Tina
528,Economics,Quincy White,quincy.white@email.com,Prof. Tina
190,Biology,Liam Brown,liam.brown@university.edu,Prof. Frank
541,History,Frank Johnson,frank.johnson@email.com,Prof. Nick
227,Architecture,Paul Indigo,paul.indigo@university.edu,Prof. Bob
191,Chemistry,Olivia Magenta,olivia.magenta@email.com,Prof. Ivy
369,Political Science,Frank Blue,frank.blue@student.org,Prof. Olivia
600,Computer Science,Nick Johnson,nick.johnson@email.com,Prof. Grace
193,Environmental Science,Alice Black,alice.black@email.com,Prof. Olivia
390,Mathematics,Paul Magenta,paul.magenta@email.com,Prof. Tina
537,Physics,Tina Teal,tina.teal@university.edu,Prof. Nick
512,Philosophy,Eve Orange,eve.orange@student.org,Prof. Sam
357,Biology,Rita Violet,rita.violet@student.org,Prof. Sam
251,Environmental Science,Jack Davis,jack.davis@student.org,Prof. Kelly
234,History,Alice Indigo,alice.indigo@email.com,Prof. Bob
560,Music,Mona Davis,mona.davis@email.com,Prof. Ivy
541,Biology,Liam Green,liam.green@email.com,Prof. Frank
496,History,Kelly Red,kelly.red@university.edu,Prof. Kelly
553,Economics,Dana Teal,dana.teal@email.com,Prof. Eve
179,Environmental Science,Sam Magenta,sam.magenta@student.org,Prof. Paul
444,Biology,Ivy Johnson,ivy.johnson@university.edu,Prof. Paul
521,Music,Mona Orange,mona.orange@university.edu,Prof. Dana
425,Psychology,Sam White,sam.white@student.org,Prof. Kelly
337,Economics,Grace Pink,grace.pink@university.edu,Prof. Kelly
506,Mathematics,Olivia Pink,olivia.pink@university.edu,Prof. Ivy
412,Computer Science,Grace Yellow,grace.yellow@university.edu,Prof. Tina
360,Philosophy,Rita Beige,rita.beige@university.edu,Prof. Hank
189,Statistics,Tina Indigo,tina.indigo@email.com,Prof. Olivia
274,Sociology,Dana Blue,dana.blue@student.org,Prof. Jack
196,Mathematics,Rita Brown,rita.brown@university.edu,Prof. Charlie
109,Economics,Ivy Green,ivy.green@student.org,Prof. Kelly
500,Statistics,Tina Brown,tina.brown@university.edu,Prof. Sam
328,Music,Olivia Blue,olivia.blue@university.edu,Prof. Jack
253,Mathematics,Alice White,alice.white@university.edu,Prof. Alice
371,English,Dana Blue,dana.blue@university.edu,Prof. Frank
531,Psychology,Paul Pink,paul.pink@student.org,Prof. Tina
288,Music,Eve Teal,eve.teal@email.com,Prof. Tina
559,Engineering,Grace Brown,grace.brown@email.com,Prof. Ivy
290,Psychology,Sam Purple,sam.purple@university.edu,Prof. Nick
296,Architecture,Ivy Indigo,ivy.indigo@email.com,Prof. Sam
228,Philosophy,Liam Violet,liam.violet@email.com,Prof. Sam
376,Architecture,Hank Cyan,hank.cyan@university.edu,Prof. Sam
182,Sociology,Quincy Brown,quincy.brown@email.com,Prof. Nick
579,Economics,Bob Blue,bob.blue@university.edu,Prof. Ivy
249,Anthropology,Tina Magenta,tina.magenta@email.com,Prof. Liam
526,Anthropology,Liam Johnson,liam.johnson@university.edu,Prof. Sam
402,Chemistry,Grace Purple,grace.purple@email.com,Prof. Dana
284,Philosophy,Paul Green,paul.green@student.org,Prof. Kelly
600,Computer Science,Rita Pink,rita.pink@email.com,Prof. Nick
437,Political Science,Jack Brown,jack.brown@university.edu,Prof. Liam
400,Chemistry,Hank Magenta,hank.magenta@email.com,Prof. Mona
134,Environmental Science,Charlie Gray,charlie.gray@email.com,Prof. Hank
104,Statistics,Nick Purple,nick.purple@student.org,Prof. Mona
139,Chemistry,Nick Yellow,nick.yellow@student.org,Prof. Eve
365,English,Mona Blue,mona.blue@university.edu,Prof. Mona
409,English,Ivy Johnson,ivy.johnson@email.com,Prof. Mona
561,Economics,Eve Red,eve.red@university.edu,Prof. Alice
371,Computer Science,Rita Magenta,rita.magenta@university.edu,Prof. Tina
170,Philosophy,Alice Black,alice.black@university.edu,Prof. Frank
451,Computer Science,Paul Beige,paul.beige@university.edu,Prof. Olivia
443,Mathematics,Rita Black,rita.black@student.org,Prof. Tina
321,Economics,Rita White,rita.white@university.edu,Prof. Eve
532,Philosophy,Dana Pink,dana.pink@student.org,Prof. Olivia
507,Philosophy,Frank Blue,frank.blue@university.edu,Prof. Paul
413,Sociology,Paul Indigo,paul.indigo@university.edu,Prof. Ivy
132,Economics,Eve Yellow,eve.yellow@email.com,Prof. Nick
317,Anthropology,Eve Yellow,eve.yellow@university.edu,Prof. Eve
523,Anthropology,Mona Blue,mona.blue@university.edu,Prof. Charlie
374,History,Frank Blue,frank.blue@email.com,Prof. Mona
283,Computer Science,Frank Brown,frank.brown@email.com,Prof. Alice
332,Statistics,Eve Pink,eve.pink@student.org,Prof. Frank
326,Computer Science,Hank Orange,hank.orange@student.org,Prof. Charlie
245,Anthropology,Kelly Blue,kelly.blue@student.org,Prof. Rita
427,Economics,Olivia Teal,olivia.teal@university.edu,Prof. Hank
245,Art,Hank Purple,hank.purple@email.com,Prof. Sam
503,Statistics,Olivia Green,olivia.green@student.org,Prof. Hank
260,Statistics,Tina Azure,tina.azure@university.edu,Prof. Paul
168,Physics,Jack Johnson,jack.johnson@student.org,Prof. Hank
286,Environmental Science,Kelly Yellow,kelly.yellow@email.com,Prof. Sam
103,Sociology,Olivia Orange,olivia.orange@email.com,Prof. Charlie
532,Anthropology,Nick Brown,nick.brown@student.org,Prof. Olivia
211,Statistics,Grace Red,grace.red@student.org,Prof. Nick
444,Biology,Tina White,tina.white@university.edu,Prof. Hank
236,Architecture,Ivy Azure,ivy.azure@student.org,Prof. Sam
108,Political Science,Eve Beige,eve.beige@student.org,Prof. Charlie
402,Environmental Science,Charlie Pink,charlie.pink@student.org,Prof. Kelly
562,Economics,Frank White,frank.white@university.edu,Prof. Grace
519,Geography,Paul Azure,paul.azure@university.edu,Prof. Tina
374,Architecture,Ivy Pink,ivy.pink@university.edu,Prof. Rita
104,Statistics,Nick Beige,nick.beige@student.org,Prof. Hank
262,Art,Charlie Indigo,charlie.indigo@university.edu,Prof. Rita
193,Economics,Kelly Johnson,kelly.johnson@student.org,Prof. Grace
197,English,Liam Brown,liam.brown@email.com,Prof. Olivia
404,Architecture,Quincy Green,quincy.green@university.edu,Prof. Tina
320,Chemistry,Olivia Indigo,olivia.indigo@email.com,Prof. Alice
474,Physics,Rita Violet,rita.violet@student.org,Prof. Hank
389,Philosophy,Eve Azure,eve.azure@student.org,Prof. Charlie
569,Political Science,Sam Blue,sam.blue@university.edu,Prof. Grace
256,Statistics,Frank Johnson,frank.johnson@email.com,Prof. Jack
542,Engineering,Sam Purple,sam.purple@email.com,Prof. Quincy
262,Geography,Tina Purple,tina.purple@email.com,Prof. Charlie
554,Music,Rita White,rita.white@email.com,Prof. Charlie
170,Biology,Frank Gray,frank.gray@email.com,Prof. Ivy
485,Physics,Olivia Red,olivia.red@student.org,Prof. Alice
599,Philosophy,Jack Red,jack.red@university.edu,Prof. Olivia
596,Architecture,Kelly Blue,kelly.blue@email.com,Prof. Sam
567,Music,Nick Azure,nick.azure@university.edu,Prof. Jack
164,Political Science,Charlie Violet,charlie.violet@university.edu,Prof. Alice
266,Environmental Science,Eve Blue,eve.blue@university.edu,Prof. Grace
127,Mathematics,Sam Orange,sam.orange@student.org,Prof. Charlie
406,Philosophy,Kelly Teal,kelly.teal@email.com,Prof. Jack
432,Architecture,Nick Brown,nick.brown@student.org,Prof. Nick
598,Engineering,Paul Cyan,paul.cyan@university.edu,Prof. Jack
568,Economics,Kelly Orange,kelly.orange@university.edu,Prof. Mona
416,Economics,Jack Beige,jack.beige@email.com,Prof. Tina
314,Economics,Jack Green,jack.green@university.edu,Prof. Hank
371,History,Nick Blue,nick.blue@university.edu,Prof. Nick
239,Anthropology,Alice Yellow,alice.yellow@university.edu,Prof. Liam
548,Art,Paul Indigo,paul.indigo@email.com,Prof. Frank
163,Statistics,Mona Cyan,mona.cyan@email.com,Prof. Rita
212,Music,Ivy Purple,ivy.purple@student.org,Prof. Kelly
146,Physics,Jack Blue,jack.blue@student.org,Prof. Paul
467,Philosophy,Kelly Pink,kelly.pink@university.edu,Prof. Ivy
141,Geography,Frank Beige,frank.beige@email.com,Prof. Grace
490,Chemistry,Kelly Gray,kelly.gray@student.org,Prof. Quincy
246,Environmental Science,Hank Purple,hank.purple@email.com,Prof. Tina
406,Art,Frank Azure,frank.azure@email.com,Prof. Jack
282,History,Mona Azure,mona.azure@email.com,Prof. Charlie
360,Geography,Eve Pink,eve.pink@university.edu,Prof. Sam
576,Art,Olivia Indigo,olivia.indigo@student.org,Prof. Quincy
562,Geography,Kelly Magenta,kelly.magenta@university.edu,Prof. Rita
182,Music,Liam Black,liam.black@university.edu,Prof. Kelly
376,Biology,Grace Yellow,grace.yellow@university.edu,Prof. Dana
299,Psychology,Olivia Violet,olivia.violet@student.org,Prof. Liam
236,Engineering,Tina Violet,tina.violet@email.com,Prof. Liam
174,Political Science,Olivia Red,olivia.red@university.edu,Prof. Paul
315,Geography,Jack White,jack.white@email.com,Prof. Mona
275,Sociology,Tina Indigo,tina.indigo@student.org,Prof. Bob
274,Architecture,Alice Johnson,alice.johnson@student.org,Prof. Jack
146,Anthropology,Olivia Beige,olivia.beige@student.org,Prof. Dana
102,Political Science,Ivy Magenta,ivy.magenta@university.edu,Prof. Sam
248,Engineering,Rita Teal,rita.teal@university.edu,Prof. Liam
196,Computer Science,Jack Blue,jack.blue@university.edu,Prof. Hank
422,English,Charlie Blue,charlie.blue@university.edu,Prof. Alice
124,Anthropology,Nick Teal,nick.teal@university.edu,Prof. Charlie
166,Political Science,Tina Blue,tina.blue@email.com,Prof. Mona
158,Environmental Science,Alice Cyan,alice.cyan@email.com,Prof. Mona
185,Environmental Science,Sam Black,sam.black@student.org,Prof. Kelly
294,History,Tina White,tina.white@email.com,Prof. Sam
103,Geography,Eve Indigo,eve.indigo@student.org,Prof. Alice
222,Geography,Jack Azure,jack.azure@university.edu,Prof. Eve
449,Geography,Quincy Purple,quincy.purple@university.edu,Prof. Rita
164,English,Paul Red,paul.red@university.edu,Prof. Quincy
595,Political Science,Eve Pink,eve.pink@university.edu,Prof. Bob
509,Art,Grace Magenta,grace.magenta@email.com,Prof. Tina
298,History,Paul Black,paul.black@student.org,Prof. Rita
262,Philosophy,Grace Beige,grace.beige@university.edu,Prof. Sam
455,Geography,Eve Purple,eve.purple@student.org,Prof. Eve
249,Music,Ivy White,ivy.white@university.edu,Prof. Olivia
358,Economics,Frank Orange,frank.orange@university.edu,Prof. Jack
404,Economics,Frank Magenta,frank.magenta@student.org,Prof. Hank
567,Engineering,Jack Indigo,jack.indigo@university.edu,Prof. Liam
